	MAG5	MAG10	MAG16	MAG18	MAG21	MAG24	MAG27	MAG31	MAG34	MAG40	MAG41	MAG42	MAG48	MAG62	MAG66	MAG73	MAG88	MAG97	MAG121	MAG123	MAG144B	MAG145	MAG146	MAG148B	MAG154	MAG157	MAG158B	MAG169	MAG176B	MAG177	MAG182	MAG183	MAG184	MAG191	MAG192D	MAG199	MAG200	MAG201	MAG204	MAG215	MAG220	MAG221	MAG225	MAG230	MAG242	MAG243A	MAG245	MAG248	MAG258	MAG259	MAG278	MAG282	MAG286	MAG313	MAG320	MAG322	MAG325	MAG342	MAG358	MAG373	MAG384	MAG386	MAG406	MAG417	MAG420	MAG513	MAG514	MAG523	MAG530	MAG533	MAG539	MAG540	MAG701B	MAG714A	MAG722B	MAG726B	MAG726A	MAG733A	MAG739A	MAG746B	MAG746A	MAG748A	MAG749C	MAG749B	MAG755A	MAG761A
M_852A_S31	0.000679162	0.000355351	0.000410186	0.000483756	0.000786237	0.000480414	6.37E-05	0.00082398	0.0006406	0.000406439	0.000526568	0.00106704	0.000531182	0.000686681	0.000697157	0.00057151	0.000896821	0.000904845	0.000399233	0.000654209	0.000695073	0.000515391	0.000669676	0.00054339	0.000657047	0.00069649	0.000599249	0.000971824	0.000772417	0.000448049	0.000704563	0.000417449	0.000578433	0.000863592	0.000577482	0.000583963	0.000574046	0.00106777	0.000424856	0.000497955	0.000402452	0.000509285	0.000607312	0.000594066	0.000364699	0.00101928	0.000739729	0.000585885	0.000834337	0.000819916	0.000723258	0.000762395	0.000356081	0.000943772	0.00112932	0.000690642	0.000487973	0.000899245	0.00036404	0.000989234	0.000929505	0.000876288	0.000693784	0.000130624	0.00132214	0.00116007	0.00117032	0.000522642	0.000912431	0.00113949	0.000444797	0.000669278	0.00060005	0.000896059	0.000691595	0.000717554	0.000854239	0.000660653	0.000613719	0.000921624	0.000853981	0.000822888	0.000742849	0.000462599	0.000622944	0.000607038
M_852B_S26	0.000471138	0.000489144	0.000299066	0.000511722	0.000562488	0.00055744	0.000210748	0.000508388	0.000828186	0.000371866	0.000470416	0.00104732	0.000557302	0.000489069	0.000629847	0.000606065	0.000920405	0.00082063	0.000247677	0.000571119	0.000581306	0.000328337	0.000627836	0.000424646	0.000552501	0.000542108	0.000516764	0.000907098	0.000553763	0.000458831	0.000539207	0.000351609	0.000505666	0.000762775	0.000490771	0.000572247	0.000478545	0.00116487	0.000587154	0.000484092	0.00038135	0.0003417	0.000490004	0.000505752	0.000325824	0.000891052	0.000611193	0.000367148	0.000784398	0.000662077	0.000554581	0.000567359	0.000339621	0.000890925	0.000827448	0.000805081	0.000409997	0.000795264	0.000364474	0.000760971	0.000511274	0.000858029	0.000637307	0.00017428	0.00103787	0.000849856	0.00090479	0.000550184	0.00046337	0.00083066	0.000368291	0.00066819	0.000483072	0.000715891	0.000536922	0.000674651	0.000772543	0.000587085	0.000547363	0.000680153	0.000689325	0.00062716	0.000741909	0.000406628	0.000588349	0.000567442
M_852C_S69	0.000408518	0.000245386	0.000293316	0.000305094	0.000403301	0.000351313	8.37E-05	0.000362054	0.000427632	0.000250084	0.000336672	0.000684773	0.000346701	0.000446638	0.000455578	0.000387794	0.000562898	0.000623348	0.000181043	0.000408889	0.000448107	0.000278799	0.000409026	0.000375201	0.000410363	0.000443205	0.000397287	0.000637292	0.000468844	0.000310974	0.000321816	0.000248414	0.000351979	0.00059243	0.000315349	0.00042296	0.000366303	0.00081246	0.000334586	0.000383203	0.000232013	0.000270451	0.000398474	0.000354967	0.00025842	0.000489974	0.000449877	0.000313564	0.000532129	0.000487353	0.000409229	0.000560959	0.000261921	0.000600612	0.000636461	0.000473182	0.000334125	0.00056857	0.000329427	0.000565442	0.000466922	0.000614814	0.000419291	0.000102315	0.00070315	0.000642824	0.000661768	0.000374916	0.000445126	0.000664205	0.000241954	0.000419322	0.000388097	0.000538271	0.00045565	0.000431606	0.000528556	0.000404593	0.000379029	0.000476184	0.000490351	0.000462419	0.000592426	0.000306965	0.000386694	0.000417584
M_852D_S185	0.000589633	0.000378953	0.000638937	0.000338417	0.000851805	0.000745677	8.71E-05	0.000413153	0.000600054	0.000502718	0.00069485	0.00103484	0.000604358	0.000630991	0.00069688	0.000796038	0.000749818	0.00105888	0.000284486	0.000684735	0.000645226	0.000399958	0.000837126	0.000530264	0.00102967	0.000673494	0.000788226	0.00111559	0.001052	0.000597082	0.000670304	0.000393733	0.00055272	0.0010383	0.000753098	0.000857921	0.000567276	0.00101071	0.000582143	0.000547316	0.000288212	0.000380297	0.000509199	0.000764204	0.00053543	0.000937321	0.000763125	0.000369872	0.000809755	0.000776935	0.000634116	0.00069768	0.000400055	0.000926773	0.00105324	0.000676028	0.000616416	0.000975216	0.00059961	0.00098226	0.00078565	0.000911953	0.000772165	0.000137396	0.00119095	0.00105575	0.000981422	0.000783948	0.00080411	0.00102608	0.000444765	0.000634814	0.000707367	0.000811135	0.00062514	0.000682878	0.00079933	0.000658167	0.000656998	0.000627252	0.000686105	0.000923982	0.000840004	0.00040855	0.00065728	0.000691968
M_854B_S36	0.000581323	0.00054237	0.000643401	0.000120935	0.000617639	0.000404127	0	0.000524819	0.00080708	0.000543707	0.000358481	0.000805658	0.000679278	0.000331421	0.000852741	0.000491608	0.000866375	0.000605298	0.000171297	0.0005438	0.00061923	0.000576135	0.000484088	0.000265783	0.0007308	0.000541112	0.000611831	0.0010981	0.000572262	0.000343132	0.000650745	0.000311713	0.000468294	0.000623026	0.000725346	0.000360001	0.000792496	0.00111972	0.000306796	0.000532977	6.25E-05	0.000282787	0.000677781	0.00047278	0.000660774	0.000938743	0.00058767	0.000358247	0.000534609	0.000656728	0.000915293	0.00074145	0.000577857	0.0011313	0.000563067	0.000474801	0.000290104	0.00070154	0.000517779	0.000467808	0.000584709	0.000703508	0.000570614	6.93E-05	0.000635555	0.00082924	0.000352465	0.000413723	0.000558328	0.000745271	0.000698536	0.000615999	0.000269936	0.000379696	0.000467886	0.000347963	0.000368438	0.000529905	0.00030737	0.000578172	0.000574235	0.000529007	0.000544285	0.000209167	0.000729507	0.000458341
M_854C_S78	0.000755936	0.000958447	0.000648419	0.000159061	0.00122945	0.000834315	0	0.000884505	0.000437461	0.000832063	0.000602896	0.000820224	0.000677087	0.000521443	0.00079766	0.00102934	0.000753648	0.000919391	0.000378716	0.000882113	0.000925066	0.000991634	0.000865598	0.000363524	0.0010517	0.00046371	0.00108403	0.00153908	0.000499925	0.000578331	0.000948633	0.00020159	0.000586865	0.000970879	0.000694004	0.000566779	0.00103267	0.000858474	0.000892657	0.00060424	0.000162616	0.00037731	0.000932077	0.00105374	0.00065661	0.00104341	0.000753579	0.000785632	0.000324929	0.00097103	0.00108102	0.000808083	0.000780565	0.00161463	0.000284826	0.000230848	0.000222257	0.0011711	0.000661298	0.000267647	0.0017426	0.00117276	0.000814083	0.00014279	0.000403413	0.000557419	0.000372966	0.000927205	0.00170138	0.00033188	0.000890249	0.000810523	0.000250253	0.000386034	0.000355048	0.000305727	0.000416041	0.000699457	0.000395367	0.00067441	0.000624282	0.000746223	0.000701761	0.000350312	0.000506995	0.00024364
M_854D_S81	0.000451091	0.000281572	0.000573325	8.45E-05	0.000420038	0.000594106	0	0.000384417	0.000682047	0.000305656	0.000516163	0.000982421	0.00040769	0.000500206	0.000497405	0.00057708	0.000744439	0.00051245	0.000231831	0.000604931	0.000595649	0.000439186	0.00077324	0.00035993	0.000885434	0.000850109	0.000672731	0.000832294	0.000982678	0.000283705	0.000599241	0.000513587	0.000408452	0.000351383	0.000346747	0.000351868	0.000406095	0.000878201	0.000302769	0.000665949	5.42E-05	0.000344408	0.000691278	0.0007766	0.000303507	0.000876311	0.000564905	0.000324178	0.000829808	0.000465169	0.000548527	0.00079568	0.000281086	0.000624467	0.000620554	0.000198787	0.000534432	0.000516546	0.000279244	0.000360758	0.0015829	0.000837606	0.000525823	5.49E-05	0.00097166	0.00140308	0.000764123	0.000559865	0.00157117	0.00136313	0.000630309	0.00061487	0.000693917	0.000698175	0.000754149	0.000402403	0.000785275	0.000608137	0.000375606	0.000573576	0.000585136	0.000452826	0.00048249	0.000603515	0.000530249	0.000464314
M_854E_S129	0.000890136	0.000676878	0.000287721	0.000136255	0.000706186	0.000699863	0	0.000422924	0.000298796	0.00048306	0.000410655	0.000673067	0.000524508	0.000691114	0.00125024	0.000659656	0.00047991	0.0007422	0.000402113	0.000594323	0.000636913	0.000590992	0.000624462	0.000410493	0.000456635	0.000725623	0.000540821	0.00140082	0.00102873	0.00028834	0.000900801	0.000550401	0.00038057	0.000599861	0.000772349	0.00057479	0.000877756	0.00073166	0.000649427	0.000264763	0.000177393	0.000387919	0.000624582	0.000940628	0.000559457	0.000992616	0.00053434	0.000498628	0.000982555	0.00104049	0.000530156	0.000963153	0.000389247	0.00126798	0.00122389	0.000131485	0.000766651	0.00107642	0.000552097	0.000906983	0.000712695	0.000895013	0.000900337	6.16E-05	0.00128784	0.00157502	0.000746068	0.000704685	0.000709426	0.000828417	0.000496358	0.00107787	0.00064889	0.00108064	0.000584236	0.000582443	0.000679238	0.000531113	0.000527665	0.000608888	0.000546743	0.000771206	0.000458863	0.000741615	0.000434754	0.00070725
M_855B_S96	0.000629877	0.000438152	0.00047666	0.000252885	0.000708436	0.00053787	9.02E-05	0.000603347	0.000817401	0.00072387	0.00061161	0.000818293	0.000914793	0.000571017	0.000986673	0.00105861	0.00081988	0.000679533	0.000477201	0.000722408	0.000832591	0.0008448	0.000773654	0.000556911	0.000733253	0.000490701	0.000813339	0.00104648	0.000316532	0.000507026	0.00126536	0.000327187	0.000879035	0.000713018	0.000438498	0.000617585	0.00134195	0.00106929	0.000737054	0.000556361	0.000353357	0.000485481	0.000947083	0.000606721	0.000474296	0.00119606	0.000693568	0.000556663	0.000631139	0.00106728	0.00117048	0.000734034	0.000688892	0.000837257	0.000336704	0.000488784	0.000274667	0.00102198	0.000592105	0.00041303	0.00140975	0.000870403	0.000711711	0.000174556	0.000628936	0.000319128	0.00056009	0.00109158	0.00138415	0.00061072	0.000766431	0.000933421	0.000285305	0.000332329	0.000292216	0.000289652	0.000389596	0.000702654	0.000286756	0.00078454	0.00060181	0.000671922	0.000810309	0.000422923	0.00064919	0.00032308
M_855C_S8	0.000541876	0.000689095	0.000503503	0.000205152	0.000579908	0.00074698	0.000119488	0.000410994	0.000785377	0.000408038	0.000445589	0.00112346	0.000635174	0.000252944	0.000628079	0.00074778	0.000942068	0.000754174	0.000307021	0.000863081	0.000597051	0.000677526	0.000541813	0.000463403	0.000557239	0.000251972	0.000719878	0.000888135	0.000336085	0.00042314	0.000914462	0.000207275	0.000611703	0.000598699	0.000434309	0.00060145	0.000728943	0.00121922	0.000704409	0.00046533	0.00022862	0.000461099	0.000743217	0.000501467	0.000440542	0.000996782	0.000731572	0.000429714	0.000432119	0.000619278	0.000672031	0.000799823	0.000533738	0.000768881	0.000319486	0.0004035	0.000206229	0.00080538	0.000502353	0.000287527	0.00139548	0.000810612	0.00066061	0.00012104	0.000417007	0.000327396	0.000297585	0.000668546	0.00138216	0.000352772	0.000502042	0.000686764	0.000230771	0.000316955	0.000392893	0.000294544	0.000339007	0.000625057	0.000244031	0.000558007	0.000813229	0.000648218	0.000639306	0.000390499	0.000536269	0.000264962
M_855D_S93	0.000931193	0.000643335	0.000868755	0.00029156	0.00119845	0.000681921	0.000138147	0.000530129	0.00067632	0.000570365	0.000596019	0.00106682	0.000754662	0.000448709	0.000961823	0.00104406	0.000795057	0.00101014	0.000557514	0.00114497	0.000798285	0.000853066	0.000667919	0.00056564	0.000707045	0.000552745	0.00104286	0.00118681	0.000570306	0.000545472	0.000948462	0.00029902	0.000765614	0.000869481	0.000592321	0.000773463	0.00119422	0.00120232	0.00100027	0.000534366	0.000366156	0.000485784	0.000913671	0.00125178	0.000608868	0.00123478	0.00082149	0.000613763	0.000668426	0.000809546	0.000966233	0.000852215	0.00094391	0.00124521	0.000408436	0.000363948	0.000403556	0.00125113	0.000659707	0.000394985	0.00127115	0.000956892	0.000671281	0.000248388	0.000371237	0.000474462	0.00048514	0.00092772	0.00126904	0.00097634	0.000622717	0.000922614	0.000345312	0.000358028	0.000556362	0.000345115	0.000536173	0.00089001	0.000322478	0.00114366	0.000791027	0.000726257	0.00103022	0.000304063	0.000941041	0.000382997
M_855E_S141	0.000569294	0.000377635	0.000446916	0.000186244	0.0008629	0.000771621	0.00016547	0.000425277	0.000392773	0.000516016	0.000509944	0.000641846	0.000749231	0.000327922	0.0006492	0.000820367	0.000516863	0.00059018	0.000296849	0.00075073	0.00059174	0.000634066	0.000691485	0.000420266	0.000552898	0.00019773	0.000559984	0.000770379	0.000323974	0.000461138	0.000640287	0.000148586	0.000658031	0.000641831	0.000383886	0.000450853	0.000759168	0.000596656	0.000414423	0.000651446	0.000252681	0.000410438	0.000705566	0.000901522	0.000373389	0.000606875	0.000792409	0.000456387	0.000462	0.000667515	0.000869016	0.000920264	0.000702635	0.000881377	0.000200204	0.000314421	0.000154507	0.00073477	0.000465504	0.000185616	0.00121677	0.000629101	0.000601394	0.00015079	0.000363135	0.000321832	0.000192592	0.000731324	0.00121331	0.000450869	0.000642201	0.000626838	0.000198942	0.000180906	0.000273296	0.000170932	0.000233327	0.000608369	0.000235796	0.000526728	0.000500196	0.000655294	0.000569134	0.00033308	0.000625666	0.00016531
M_856B_S56	0.00134752	0.000747755	0.000738114	0.000300978	0.00116007	0.00111306	0.00026597	0.000802242	0.000785087	0.000706042	0.00123185	0.00127968	0.00133399	0.000721464	0.00104232	0.00141862	0.00092179	0.00106045	0.000308791	0.00134507	0.00101177	0.00102694	0.000784685	0.000497882	0.000765035	0.000737241	0.00122077	0.00156595	0.000520111	0.000961364	0.00215119	0.000433777	0.000779498	0.00126823	0.000713872	0.000812207	0.00225753	0.00128596	0.00125153	0.00064589	0.000351279	0.000564144	0.00125544	0.00152765	0.000753692	0.00146894	0.00094637	0.000681485	0.000733198	0.00120318	0.000749993	0.00104976	0.00107738	0.00168793	0.000626704	0.000488382	0.000519799	0.00134538	0.00118895	0.00057013	0.0015913	0.00134287	0.00131348	0.000219771	0.00107438	0.000882324	0.000674837	0.00133555	0.00159185	0.00149714	0.00117551	0.000901934	0.000533029	0.000645149	0.000490627	0.000503432	0.000579163	0.000806968	0.00061764	0.000970848	0.000902614	0.000839521	0.000930458	0.00066718	0.000887113	0.000497844
M_856C_S18	0.000749043	0.000654738	0.000638102	0.000227924	0.000840077	0.00048159	3.39E-05	0.000864474	0.000603593	0.000683476	0.000508926	0.000840316	0.000776855	0.000630021	0.000803243	0.000872496	0.000602625	0.000905523	0.000267321	0.000959371	0.000616983	0.000633814	0.000654795	0.000330883	0.000512273	0.000527398	0.000580311	0.00110418	0.000572586	0.000638776	0.000976333	0.000449149	0.000765268	0.000975992	0.000723742	0.000416568	0.00102654	0.000826696	0.000455815	0.000506265	0.000255902	0.000394285	0.000831008	0.000887474	0.000449441	0.001027	0.000611099	0.000453782	0.000694976	0.000818413	0.000606304	0.000710471	0.000704371	0.000976182	0.00052551	0.000374066	0.000398721	0.00108743	0.0007581	0.000497538	0.00105976	0.000794792	0.000985109	0.000135211	0.000592727	0.000360718	0.000702575	0.000895933	0.00105044	0.000354008	0.000834954	0.000656526	0.000320029	0.00075743	0.00033412	0.000419259	0.000518941	0.000625046	0.000378618	0.00101239	0.000874686	0.000726694	0.000536548	0.000444647	0.000450596	0.000378029
M_856D_S105	0.000963836	0.000699565	0.00064179	0.000178622	0.00101503	0.000918526	0.000133762	0.000884112	0.000503546	0.000848739	0.00113005	0.000904872	0.00123952	0.00053774	0.00117228	0.00107717	0.000742444	0.000839814	0.000355239	0.00114377	0.000804757	0.000951318	0.000608555	0.000331219	0.000655425	0.000472896	0.00087763	0.00121414	0.000372715	0.000880211	0.000924041	0.000298895	0.000699814	0.000957964	0.000956949	0.000562249	0.000775174	0.000793683	0.000850273	0.000490363	0.00018191	0.00036096	0.000734522	0.000992942	0.000565209	0.00130438	0.000755959	0.000525804	0.000584929	0.000910924	0.000860924	0.0008292	0.000696981	0.00114679	0.000413898	0.000325693	0.000273792	0.00118867	0.000895503	0.000392521	0.00100021	0.000835463	0.000955045	0.000137612	0.000700435	0.000881684	0.000500096	0.0010208	0.000981307	0.000741902	0.000672369	0.00084101	0.000335863	0.000466464	0.000322188	0.000333293	0.000421186	0.000691346	0.000487274	0.000872762	0.000952726	0.000836835	0.000729239	0.000340374	0.000984136	0.000358508
M_856E_S3	0.000785289	0.00075332	0.000538961	0.00017286	0.00112507	0.000547665	0	0.00054482	0.000405332	0.000504348	0.000838401	0.000646108	0.00100107	0.000684579	0.000998862	0.000853763	0.000708425	0.000780737	0.000335504	0.00100186	0.000724309	0.00101913	0.000680786	0.0003655	0.000596932	0.000534078	0.000894551	0.00119296	0.000468088	0.000540085	0.000925585	0.000624105	0.00094191	0.000884607	0.000490021	0.000526497	0.000954963	0.00079599	0.000559313	0.000710441	0.000188447	0.000394196	0.000918814	0.000929398	0.000615236	0.000986503	0.000701953	0.000496759	0.000812786	0.000778891	0.000752267	0.000876365	0.000866009	0.00113443	0.000581523	0.000326745	0.000618862	0.000896607	0.000719433	0.000544933	0.000850694	0.0010613	0.000824141	0.000152801	0.00111144	0.000913683	0.00116291	0.000875412	0.000844215	0.00132604	0.000550954	0.000787844	0.000484826	0.0006212	0.000435774	0.00058561	0.000586086	0.000738741	0.000648838	0.000725461	0.000816969	0.000644125	0.000720953	0.000449206	0.000629671	0.000439801
M_857B_S66	0.00079036	0.000559658	0.000453128	0.000174248	0.000585899	0.000520844	0	0.000469124	0.000498206	0.000619274	0.000697866	0.000849073	0.000822614	0.000489972	0.00059795	0.00103659	0.000666156	0.000936418	0.00020017	0.000956987	0.000613054	0.000490745	0.000494473	0.000381011	0.000507313	0.000437367	0.000760063	0.000923428	0.00066172	0.000757352	0.000815308	0.000394218	0.000481083	0.000953054	0.000833018	0.000505804	0.000715544	0.000865085	0.000502265	0.000453717	0.000203548	0.000296464	0.000757442	0.000556577	0.00047386	0.00100602	0.000594033	0.000456609	0.000541836	0.000650244	0.000585017	0.000918582	0.000452272	0.000962971	0.000450764	0.000287829	0.000319834	0.000881079	0.000626985	0.000472164	0.000538693	0.000763822	0.000602595	0.000155255	0.000602684	0.000561388	0.000537911	0.00101601	0.000577548	0.000848289	0.000691791	0.000624756	0.000301345	0.000401492	0.000545185	0.000339978	0.000400552	0.000608806	0.000446923	0.000536111	0.000726129	0.000552952	0.000669895	0.000579688	0.000534949	0.00038445
M_857C_S30	0.000650431	0.000566748	0.000601235	0.000173452	0.000555886	0.000748834	5.95E-05	0.000376274	0.000896691	0.000400616	0.000418058	0.00135931	0.000789133	0.00050105	0.000692968	0.000863969	0.00107383	0.000625134	0.000298717	0.000876389	0.000753418	0.000407034	0.000666542	0.000378941	0.000536977	0.00039819	0.000781281	0.000834767	0.000722244	0.000526356	0.000601623	0.000321389	0.000507154	0.000662807	0.00075219	0.000793571	0.000588017	0.00137111	0.00072011	0.000686108	0.000223484	0.000445664	0.000762236	0.000492272	0.000684571	0.00114186	0.00062722	0.000474283	0.000870332	0.000636936	0.000643511	0.000972398	0.000398151	0.000824573	0.000604811	0.000271152	0.000499848	0.00100151	0.000563924	0.000521879	0.00153761	0.000825442	0.000566866	0.000145926	0.00113814	0.00111622	0.000766387	0.000951521	0.00150455	0.000911295	0.000473835	0.000809024	0.000386973	0.000911259	0.000425586	0.000502646	0.00059437	0.000655369	0.000441095	0.000661857	0.000783756	0.000524344	0.000645711	0.000428316	0.000821436	0.000448725
M_857D_S116	0.000944745	0.000643352	0.000558678	0.000161635	0.000744297	0.000931189	0.000192879	0.000472509	0.000867707	0.000460194	0.000930954	0.00134034	0.000902386	0.000737255	0.0010163	0.00134741	0.00101094	0.000770368	0.000287638	0.00098529	0.000836694	0.000608469	0.000597732	0.000428392	0.000742227	0.000592925	0.000618318	0.00117201	0.000493722	0.000554161	0.00112076	0.000489071	0.000537323	0.000920064	0.000466432	0.000483218	0.000994753	0.00137545	0.000963621	0.000619324	0.000141192	0.000414517	0.000683879	0.000546247	0.000617659	0.000669344	0.000685285	0.000549811	0.000984294	0.00081462	0.000584567	0.000819838	0.000614738	0.000975094	0.000738294	0.000366634	0.000621659	0.00111044	0.000758318	0.000644954	0.00108942	0.000739243	0.000957814	0.000111446	0.00106496	0.00121031	0.00135912	0.00132289	0.00107632	0.0015591	0.000834012	0.000769519	0.000444891	0.000700068	0.000489771	0.000740978	0.000713738	0.00061343	0.000407803	0.000628204	0.000682579	0.000867653	0.000652681	0.000725243	0.000521359	0.000659315
M_857E_S11	0.000584991	0.000453405	0.000324276	0.000121334	0.000483764	0.000364568	0.00010301	0.000362189	0.000546719	0.000500223	0.000406468	0.000731732	0.000607924	0.000410472	0.000564794	0.000704815	0.000590427	0.000485358	0.000229288	0.000704982	0.000530002	0.000406346	0.000411465	0.000362896	0.000488854	0.000463781	0.000606502	0.000761191	0.000496766	0.000392456	0.000667552	0.000249801	0.000380777	0.00056647	0.000632102	0.000364042	0.000668715	0.000786481	0.00057259	0.000365456	0.000127221	0.000357708	0.000436209	0.000433273	0.00040442	0.000561342	0.000445327	0.000399853	0.000526555	0.000585618	0.000487662	0.000709415	0.000318771	0.000682182	0.000372065	0.000382196	0.000305582	0.000640363	0.000485557	0.000377519	0.000877184	0.000633134	0.000689686	8.24E-05	0.000594271	0.000818331	0.000384823	0.000638422	0.000860193	0.000717133	0.000468126	0.000537728	0.000243849	0.00031954	0.000407164	0.000267858	0.000334703	0.000507338	0.000256162	0.000681947	0.000650418	0.000456635	0.00051552	0.000299512	0.000387398	0.00031667
M_858B_S75M	0.000763396	0.000611586	0.000366389	0.000180645	0.000625549	0.000505321	0.000106723	0.0004743	0.000466217	0.000356418	0.000544141	0.00076553	0.000763685	0.000491471	0.000982929	0.000677735	0.000786969	0.000678263	0.000205368	0.000717194	0.000692358	0.000408709	0.000551934	0.00033918	0.000531927	0.000492351	0.000698409	0.00103726	0.000377225	0.000519359	0.000744217	0.000274897	0.000446913	0.000734963	0.000423246	0.000466096	0.000845821	0.000794191	0.000374263	0.000493562	0.000239664	0.000329321	0.000623059	0.000664419	0.000464603	0.00103843	0.00057104	0.000545539	0.00066668	0.000696519	0.000688305	0.000861377	0.000386268	0.000944937	0.000421197	0.000356682	0.000246579	0.000806202	0.000487899	0.000424223	0.000896706	0.000741986	0.000528103	0.000125898	0.000622193	0.000417514	0.00044972	0.000706017	0.000899271	0.000452189	0.000457255	0.000740694	0.000337999	0.000428702	0.000365532	0.000379524	0.000453268	0.000588506	0.000351103	0.000515171	0.000667989	0.000572199	0.000636988	0.000401485	0.000490259	0.000350942
M_858C_S40	0.000551181	0.000443586	0.000352662	0.000151487	0.000451274	0.000435413	4.56E-05	0.000510798	0.000367582	0.000460797	0.000447505	0.000583789	0.000631021	0.000482002	0.000561777	0.000641109	0.000464541	0.000555453	0.000178724	0.000683564	0.000484243	0.000490146	0.000389889	0.000313313	0.000390659	0.000379677	0.000485733	0.000750949	0.000266761	0.000516229	0.000805046	0.000207094	0.000373595	0.000637585	0.000630302	0.000338068	0.000831412	0.000520673	0.000331187	0.000335739	0.000170492	0.000278544	0.000588384	0.000486105	0.000341309	0.000500496	0.000458801	0.000359147	0.0005027	0.000518243	0.000747735	0.00049893	0.000524238	0.000797625	0.000306466	0.000227138	0.000345227	0.000682416	0.00051726	0.000282463	0.000735595	0.000517931	0.000419367	9.58E-05	0.000518785	0.000561839	0.000312608	0.000690645	0.000718308	0.000311955	0.00037867	0.000539724	0.000423475	0.000285382	0.000306216	0.000292216	0.000323346	0.000429256	0.000288345	0.000509439	0.000500108	0.000506474	0.000441061	0.00035207	0.000441644	0.000263999
M_858D_S127	0.000634261	0.000441433	0.000734762	0.000208232	0.000512617	0.000658456	8.23E-05	0.000565232	0.000368878	0.0003516	0.000416733	0.00071934	0.000729105	0.000607196	0.00060735	0.000812735	0.000587449	0.00057241	0.000223281	0.000841711	0.000553088	0.000579478	0.000495065	0.000377002	0.000710789	0.000519744	0.000534162	0.000844895	0.000359047	0.000538248	0.000972508	0.000285669	0.000466423	0.00068666	0.00035005	0.000401404	0.00109489	0.000705458	0.000495495	0.00049117	0.000202169	0.000352649	0.000701253	0.000581498	0.000421394	0.000605159	0.000530004	0.000380434	0.000407406	0.000693859	0.000665773	0.00061189	0.000591056	0.00079806	0.000403406	0.000332242	0.0005003	0.000885093	0.00066443	0.000387574	0.000988896	0.000646543	0.000490077	0.000115583	0.000692397	0.00072496	0.000847578	0.000807695	0.000976875	0.000399938	0.000768039	0.00058075	0.000325052	0.000432717	0.000361292	0.000393161	0.000502084	0.000525371	0.000284397	0.000447889	0.000639378	0.000497177	0.000528646	0.000424244	0.000497147	0.000455467
M_858E_S22	0.000893147	0.000682306	0.000510031	0.0002037	0.00067819	0.000714957	0.000158543	0.000849094	0.000620274	0.00083453	0.000742128	0.000738932	0.000957672	0.000553754	0.000875598	0.000870996	0.000677081	0.000826791	0.000250955	0.000909309	0.000683863	0.00073673	0.000509247	0.000370227	0.000852435	0.000324854	0.000619104	0.00111725	0.00040739	0.000534398	0.00128248	0.000326765	0.000520823	0.000917303	0.000432079	0.000467592	0.00132702	0.00059605	0.000464963	0.000456787	0.000182011	0.000355348	0.000819403	0.00101417	0.000514351	0.00103354	0.000602426	0.000558027	0.000581906	0.000760433	0.000716404	0.000734893	0.00048534	0.00103978	0.00037783	0.0003153	0.000486452	0.000991546	0.000590018	0.00032336	0.000853856	0.000815711	0.000827203	0.000130325	0.000653226	0.000860397	0.000442147	0.000823533	0.000854551	0.000775447	0.000571099	0.000649167	0.000288194	0.000315481	0.000364944	0.000334796	0.000550219	0.000567111	0.000361855	0.000796318	0.000979758	0.000607807	0.000630508	0.00040092	0.000582557	0.000309169
M_859A_S42	0.00118251	0.00063375	0.00103296	0.000296117	0.00154119	0.000702864	0	0.000733948	0.000753906	0.000955511	0.000657515	0.000819809	0.000953665	0.000847221	0.00136748	0.00196031	0.000728438	0.00129369	0.00028565	0.00118561	0.00108408	0.000912028	0.000767631	0.000377945	0.000817487	0.000807199	0.000925704	0.00214575	0.000595301	0.000582763	0.00158437	0.000622717	0.00084805	0.00105182	0.00113512	0.000746056	0.00141889	0.00104642	0.000606111	0.000619197	0.000248764	0.000417568	0.00112751	0.00152449	0.000721036	0.00155999	0.00128297	0.000915892	0.000952147	0.00115394	0.000866299	0.00147732	0.000802789	0.00171804	0.00088586	0.000254701	0.000471522	0.00147642	0.000627023	0.000561427	0.00161092	0.0010853	0.00118834	0.000293729	0.0006938	0.00127141	0.00211725	0.00199334	0.0016475	0.00200863	0.0009298	0.00161525	0.000994689	0.000596638	0.000671938	0.00112165	0.000636031	0.000948668	0.000506255	0.000939652	0.00129187	0.00105354	0.000897757	0.000548599	0.00114747	0.000565992
